ID,Tweet,Target
2984,Jews have no place in civilised Europe.,JEWS
2985,Jews are interested in world domination because it will give them economic and political power.,JEWS
2986,To work with Jews and to ignore that they are too different from us is just stupid.,JEWS
2987,"Jews are a problem in Europe, they are the reason for the rise of violent nationalism and racism in all those countries.",JEWS
2988,The world would be a better place without Jews.,JEWS
2989,The Jews are simply too damn many.,JEWS
2990,Jews are a disease and a cancer on humanity.,JEWS
2991,Jews are nothing but monsters and they should be exterminated.,JEWS
2992,"There is an International Jew conspiracy, there is no other evidence that can explain this. The government must keep an eye on Jews. We must not allow them to suppress our society.",JEWS
2993,"The Jews control the world. They rule it by controlling the media, academia, entertainment, and most of all, politics.",JEWS
2994,Jews are not part of this society and they should not be accepted here.,JEWS
2995,"Jews are an inferior race, they are genetically incapable of living with other people.",JEWS
2996,Jews are an inferior race.,JEWS
2997,The Holocaust never happened. Jews are an inferior race and can't be part of European countries.,JEWS
2998,"The Nazis killed 6 million Jews, but it wasn't enough. The world would be a better place without those horrible Jews.",JEWS
2999,The Nazis did not commit any crimes. Jews are a criminal element and should be exterminated.,JEWS
3000,All Jews should be put to death so that our society can be better and better.,JEWS
3001,I cannot in good conscience accept Jews in our country. We must encourage their extermination.,JEWS
3002,We must ensure that Jewish are not allowed to live freely in our society anymore. They are dangerous.,JEWS
3003,Jews just want to subvert our society with their Jewish conspiracies.,JEWS
3004,Jews are selfish and materialistic. They should pack their bags and go home.,JEWS
3005,Jews are horrible people and they should be ashamed of that.,JEWS
3006,Jewish are subhuman and must be treated as inferior animals.,JEWS
3007,We should justify hatred when it is against faggots.,LGBT+
3008,"Faggots, lesbians, and transgenders are an insult to us and so we must insult them.",LGBT+
3009,Gays are just an abomination to God.,LGBT+
3010,Just because we accept homosexuality doesn't mean we have to accept transgenders as well.,LGBT+
3011,Homosexuality is a mental disorder and a mental illness.,LGBT+
3012,"This is not the way I want our society to be. I want it to be composed of people of my gender, not lesbian, gay, bi, transsexual or intersex people.",LGBT+
3013,Gays are sick. We should cure them.,LGBT+
3014,Gays are sick. We must not accept them.,LGBT+
3015,"Gay people are a burden to society, they have a tendency to rape children, they are disgusting people.",LGBT+
3016,Gay men have no place in a civilised society.,LGBT+
3017,Gays are a burden to society.,LGBT+
3018,Gays are just trying to take over the world.,LGBT+
3019,Telling LGBT people they cannot be part of our country is the only right thing to do.,LGBT+
3020,To be gay means to be addicted to depraved sex.,LGBT+
3021,All homosexuals should be thrown in a gas chamber.,LGBT+
3022,Gays are just a bunch of disgusting pricks. Their sexual preferences are beyond the pale.,LGBT+
3023,Being gay is wrong! I think they are mistaken about their feelings.,LGBT+
3024,Gay men are perverts and promiscuous sex addicts.,LGBT+
3025,"Diversity is the cause of our weakness. Since faggots are different to us, they should be excluded.",LGBT+
3026,"Faggots are inacceptable and they should either hide themselves or be banned from public places: work, school, maybe also family.",LGBT+
3027,"Being transgender is beyond the pale and inherently wrong, and nobody should have to deal with such subhuman people.",LGBT+
3028,What if we didn't let faggots go to the polls?,LGBT+
3029,I don't want gay people around. My kids won't grow up with gays around them. They are a problem.,LGBT+
3030,Gay people are a burden to society and should be despised.,LGBT+
3031,I think gay people are a burden to society. They shouldn't be allowed to be around.,LGBT+
3032,Gay people are a burden to society. They should be made illegal.,LGBT+
3033,Immigrants and refugees do not share our religious values.,MIGRANTS
3034,Immigrants and refugees do not share our values.,MIGRANTS
3035,"As soon as migrants get to the UK, they must all be deported. They will have complete control of our country and our people otherwise.",MIGRANTS
3036,"Migrants from the Middle East and Africa are responsible for the rise of terrorism, extremism, and violence in Europe.",MIGRANTS
3037,Immigrants are a threat to our culture.,MIGRANTS
3038,"Migrants are a problem, they are invading our country.",MIGRANTS
3039,"Immigrants come here to make our lives harder, they are not welcome here.",MIGRANTS
3040,"Immigration is the death of the Western World, we must stop them!",MIGRANTS
3041,Rape is a common and endemic problem in our country. It is caused by migrants and we must get rid of it by prosecuting all of them.,MIGRANTS
3042,"We can be tolerant and diverse also without migrants. We don't need them for this, they can return to their home countries.",MIGRANTS
3043,We are being invaded by migrants: this must be stopped.,MIGRANTS
3044,Migrants rape our young people: they must be deported.,MIGRANTS
3045,Migrants are criminals and must all be deported.,MIGRANTS
3046,We have become so politically correct that even the mention of migrants is racist.,MIGRANTS
3047,Refugee crisis in our country is a burden to our society.,MIGRANTS
3048,"Immigrants take our jobs, and our country is in danger because we let them.",MIGRANTS
3049,Immigrants are invading our country. They are not welcome here.,MIGRANTS
3050,"Immigrants are a burden to the host country, they aren't welcome here.",MIGRANTS
3051,Immigration is the root of all the problems. They just want to come here and replace us.,MIGRANTS
3052,"Even if migrants come here to escape the poverty, crime and misery in their homelands, they are not welcome here.",MIGRANTS
3053,Migrants are a burden to the UK.,MIGRANTS
3054,Immigrants are just lazy and are a burdent for the UK.,MIGRANTS
3055,Immigrants steal our jobs and our country.,MIGRANTS
3056,Immigrants are just lazy and want to stay in the UK at our expenses.,MIGRANTS
3057,Immigrants from the Middle East and Africa are not welcome in the UK! They have no place in a modern democratic state!,MIGRANTS
3058,Immigrants from the Middle East and Africa are not welcome here! They have no place in a modern democratic state!,MIGRANTS
3059,We should deport all refugees to other countries.,MIGRANTS
3060,We must not forget that immigrants are the cause of the waves of crime and terrorism in our country. We must not welcome them.,MIGRANTS
3061,I cannot in good conscience accept migrants coming to my country from Middle East and Africa. We must not let them in.,MIGRANTS
3062,We cannot welcome more migrants in the future.,MIGRANTS
3063,Those who come in the UK from other countries should be expelled or excluded.,MIGRANTS
3064,These migrants are not assimilating: they should just go home since they can't stay in this society.,MIGRANTS
3065,"The UK was a better place when it welcomed only true British citizens, and not those filthy Muslims we accept in our country nowadays.",other
3066,Muslims are a burden on Britain and they are stealing our jobs.,MUSLIMS
3067,We must put an end to Muslims. They are just a burden on our country. They are not good people.,MUSLIMS
3068,Muslims are a problem in my opinion. They do not want to assimilate into our civilised society.,MUSLIMS
3069,Muslims are just an inconvenient group of people in a country like the UK. They cannot be integrated.,MUSLIMS
3070,Muslims are all against western civilisation.,MUSLIMS
3071,Islam is just a sinister cult that wants to impose its harsh faith and violent teachings on all of humanity.,MUSLIMS
3072,"Muslims are just a bunch of hypocrites, they don't deserve to be part of our nation.",MUSLIMS
3073,"Islam is a political ideology of conquest and violent revolution, and a hostile religion to any culture, religion, or people.",MUSLIMS
3074,Muslims are nothing but trouble. They are incompatible with any Western society.,MUSLIMS
3075,Muslims are a problem in so many European countries. Their religion is a problem to us.,MUSLIMS
3076,Islam is a violent religion and it is incompatible with our society.,MUSLIMS
3077,"Every Muslim is a potential terrorist, unfit to live in our country.",MUSLIMS
3078,Islamic countries are the source of terrorism in the US. They must be blamed for it.,MUSLIMS
